Symbol,Exchange,"Change 1m, %","Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility
3899,HKEX,0,0,0,1.79282869,1.79282869,0,-4.6641791,11.81619256,34.47368421,56.74846626,10.12931034,6.68058455,1.482668,4.27698574
9618,HKEX,-0.05396654,-0.16172507,-0.16172507,0.65217391,-3.03664921,-0.05396654,1.70235855,16.33166195,15.3894081,56.41891892,8.30409357,,0.01613164,5.11832691
2038,HKEX,0,0.78125,0,0.78125,-4.44444444,0,-4.44444444,51.76470588,44.94382022,55.42168675,35.78947368,-17.30769231,1.3497458,12.29508197
6160,HKEX,-0.48076923,-0.57636888,-0.57636888,-0.28901734,-4.25531915,-0.48076923,-4.25531915,29.375,14.87236404,55.17242543,31.84713376,102.9411765,0.6318634,8.1
2689,HKEX,0.33726813,0.16835017,0.33726813,0.33726813,-3.72168285,0.33726813,-4.03225806,9.77859779,13.33333333,55.14993481,8.18181818,45.65483476,0.98033345,5.46075085
853,HKEX,0,0,0.58972199,0.75949367,-2.53061224,0,8.34846128,41.46919096,118.6813267,54.66322045,42.31227313,511.6803279,0.13140914,11.05121294
6918,HKEX,0,0,0,0,-1.33333333,0,35.77981651,37.03703704,48,54.16666667,35.77981651,,0.21879236,6.89655172
1997,HKEX,-0.23121387,-0.34642032,-0.34642032,-0.34642032,1.52941176,-0.23121387,0.34883721,8.69017358,40.09740715,54.10714286,6.93928659,-12.11812269,1.4332867,2.57009346
347,HKEX,0,-0.30959752,-0.30959752,0,0,0,-3.59281437,0.625,38.79310345,54.06698565,1.89873418,7.33333333,1.5225117,2.20125786
799,HKEX,0,-0.18281536,0,0.92421442,-2.5,0,15.92356688,40.17971759,28.47058824,54.01974612,34.48275862,75.28089888,1.2956321,10.56751468
2030,HKEX,-1.36986301,-1.36986301,-1.36986301,-1.36986301,-1.36986301,-1.36986301,-7.09677419,-14.79289941,-4.63576159,54.01069519,-15.54252199,87.01298701,0.3688284,3.125
382,HKEX,0.32751092,0.32751092,-0.10869565,0.43715847,-0.10869565,0.32751092,-7.17171717,6.73635308,68.00731261,53.42237062,3.02690583,82.34126984,1.2461315,4.91620112
708,HKEX,0.23391813,0.11682243,-0.11655012,0.46893318,-3.38218715,0.23391813,42.83333333,48.78472739,90.44444444,53.30947573,41.88741252,483.7874659,1.5748508,11.05651106
2368,HKEX,0,0.4784689,0.4784689,0.23866348,0.23866348,0,-0.47393365,9.94764398,12.60053619,53.28467153,7.14285714,40.46822742,0.8259605,3.44827586
303,HKEX,0,0.15910899,0.07949126,0,0.72,0,2.19156176,1.36876333,20.82534053,53.16302448,4.65502561,-17.4967267,0.90148014,3.25203252
400,HKEX,0,0,0,1.11111111,-0.54644809,0,-5.20833333,20.52980132,10.3030303,52.94117647,19.73684211,40,1.3573087,7.01754386
1368,HKEX,0,0,-0.27624309,0.27777778,-0.55096419,0,-11.51960784,3.14285714,30.32490975,52.32067511,-6.71834625,-11.51960784,1.5023206,4.84330484
669,HKEX,0,-0.32520325,0.08163265,0.16339869,1.74273859,0,3.45991561,12.7874885,19.37682571,51.6388411,10.84990958,84.08408961,1.2129761,4.20168067
142,HKEX,0,0,-0.41322314,-0.82304527,-2.82258065,0,-5.49019608,-5.49019608,0.41666667,51.57232704,-2.4291498,-10.07462687,1.1494334,6.32911392
1569,HKEX,-0.63694268,-0.63694268,-0.63694268,0,1.96078431,-0.63694268,-0.63694268,45.79439252,40.54054054,51.45631068,38.05309735,16.41791045,1.3091544,9.79020979
2382,HKEX,0.09337068,0,0.18691589,0.37453184,0.18691589,0.09337068,-2.10045662,36.12698413,63.78916454,51.30557516,26.34060106,48.27108242,1.3884574,8.4729064
2400,HKEX,0.33305579,0.24958403,0.75250836,-0.24834437,-4.743083,0.33305579,-8.01526718,42.77250847,65.52196893,51.19197748,28.60192651,136.738694,0.69452435,8.58585859
148,HKEX,0,0.152207,0,0.152207,-2.51851852,0,0.92025159,6.64505673,21.1786372,50.91743812,0.61161772,32.66129567,1.2043817,8.15047022
6186,HKEX,0.21141649,0.21141649,0,-0.62893082,0,0.21141649,-3.06748863,34.65909091,28.10810811,50.57179161,30.50660793,129.2069633,0.74404645,3.8961039
6098,HKEX,0.15082956,0.15082956,-0.07524454,0.37792895,-1.92023634,0.15082956,-3.27749736,30.83743842,43.87865032,49.54954281,26.5967564,135.8792185,0.81311107,4.55598456
2283,HKEX,-0.92879257,-0.92879257,-0.92879257,-0.62111801,-1.53846154,-0.92879257,2.23642173,26.98412698,36.75213675,49.53271028,28,-20,0.7797696,1.88087774
2343,HKEX,0,-0.71428571,-1.41843972,-0.71428571,-2.11267606,0,-6.7114094,-3.47222222,10.31746032,49.46236559,-4.79452055,-7.94701987,1.3992844,6.66666667
1730,HKEX,1.92307692,1.92307692,1.92307692,1.92307692,1.92307692,1.92307692,4.95049505,3.92156863,70.96774194,49.29577465,3.92156863,20.45454545,0.21452011,1.88679245
3700,HKEX,0.51813472,0.51813472,-0.51282051,1.57068063,2.10526316,0.51813472,29.33333333,94,63.02521008,49.23076923,76.36363636,41.60583942,1.2314495,11.11111111
8295,HKEX,0,0,0,0,-3.80952381,0,10.98901099,60.31746032,34.66666667,48.52941176,55.38461538,36.48648649,0.27689883,3.96039604
806,HKEX,0.52083333,0.87108014,0.69565217,-0.17241379,-2.03045685,0.52083333,-3.5,48.08184143,66.37931034,48.46153846,41.56479218,23.45415778,1.6785961,8.34845735
2218,HKEX,-0.1310616,-0.1310616,2.41935484,2.14477212,2.14477212,-0.1310616,-0.2617801,-1.03896104,-4.0302267,48.24902724,2.28187919,39.05109489,0.20618817,4.52054795
994,HKEX,0,0,0,0,-4.54545455,0,10.52631579,34.61538462,52.17391304,47.88732394,31.25,-0.94339623,0.23588388,11
6110,HKEX,0,0.45180723,0.45180723,0.60331825,3.41085271,0,6.72,22.3853211,29.51456311,47.72978959,15,21.93784278,1.1650255,6.25
2448,HKEX,1.18343195,1.18343195,1.18343195,1.18343195,0,1.18343195,-2.28571429,-1.72413793,1.78571429,47.4137931,-2.84090909,34.64566929,0.8809195,1.78571429
551,HKEX,0.22222222,-0.22123894,-0.22123894,-0.22123894,0.5574136,0.22222222,-0.66079295,9.06891723,34.22619048,47.1451876,11.77200197,-24.51882845,1.5664511,2.11817168
1515,HKEX,-0.51612903,-0.6443299,0,-0.3875969,-2.15736041,-0.51612903,4.89795918,21.99367089,66.1637931,46.57794677,15.76576577,63.34745763,2.0045311,4.92676431
1899,HKEX,-0.43859649,0.44247788,0.44247788,0.88888889,4.12844037,-0.43859649,5.09259259,17.61658031,6.57276995,46.4516129,0.44247788,3.18181818,0.95214146,5.45454545
358,HKEX,0,0,0.29455081,0,-2.99145299,0,-6.58436214,9.66183575,48.85245902,46.4516129,11.8226601,32.49027237,1.4314704,6.92771084
321,HKEX,0,0,-0.61728395,0,-2.42424242,0,-4.73372781,11.80555556,28.8,46.36363636,8.05369128,-11.53846154,1.6993427,4.43037975
222,HKEX,0,0,-1.24688279,-1.24688279,-2.22222222,0,0.50761421,4.76190476,6.4516129,46.12546125,4.76190476,-19.67545639,0.10049839,2.27272727
1821,HKEX,0,0,-1.1299435,-0.75614367,-2.05223881,0,0.96153846,-3.84615032,11.70212766,45.99555061,-5.57553617,42.66304348,0.6520061,6.0546875
388,HKEX,-0.0967118,0,0,-0.19323671,0.68226121,-0.0967118,1.87376726,24.69821041,36.784954,45.98643714,21.52941176,87.81818182,0.8744823,3.88446215
3616,HKEX,-0.72463768,-0.72463768,-0.72463768,-0.72463768,-2.14285714,-0.72463768,-5.51724138,11.38211382,38.38383838,45.74468085,6.20155039,38.38383838,0.1801578,4.44444444
1911,HKEX,-0.40983607,-0.40983607,3.40425532,7.04845815,12.76102088,-0.40983607,42.43846087,65.75716235,46.03366262,45.68345324,53.21563682,63.08724832,0.70666987,13.95348837
2120,HKEX,-0.34364261,-0.34364261,-0.34364261,0,-2.35690236,-0.34364261,1.75438596,6.03290676,25.81345448,45.58232932,1.57618569,34.88372093,0.61706054,3.4904014
373,HKEX,1.84615385,1.84615385,1.84615385,1.84615385,1.84615385,1.84615385,-0.30120482,-1.78041543,11.82432432,44.85776805,2.79503106,53.95348837,-0.0195843,2.16049383
6819,HKEX,0.31298905,0.31298905,0,0,0,0.31298905,-1.38461538,2.88924559,-3.46385542,44.69525959,2.56,33.82045929,-0.15190677,2.04081633
468,HKEX,1.66270784,1.66270784,2.14797136,1.9047619,-1.15473441,1.66270784,5.15970516,-4.88888889,28.14371257,44.59459459,-5.5187638,22.63610315,0.68253237,4.29594272
6111,HKEX,0,0,0,0,-0.86083214,0,4.22322775,-1.00286533,6.96594427,44.56066946,-2.26308345,33.91472868,-0.06497497,2.47093023
336,HKEX,-0.34188034,-0.68143101,-1.18644068,-1.3536379,-7.31319555,-0.34188034,-7.46031746,6.19307832,53.62318841,44.30693069,9.17602996,317.921147,1.1139861,10.54481547
6855,HKEX,0,0.44395117,-0.22050717,0.44395117,-3.00107181,0,-2.16216216,22.46278424,67.59259259,43.87916872,17.53246753,51.33779264,1.4639989,14.81056257
2348,HKEX,0,0,0,0,0.80645161,0,-1.57480315,-15.54054054,38.88888889,43.67816092,-10.71428571,-14.96598639,0.44090137,4.16666667
2883,HKEX,-0.11025358,-0.43956044,-0.54884742,-0.11025358,3.07167235,-0.11025358,-3.61702128,36.65158371,78.34645669,43.58161648,38.1097561,-27.0531401,1.9402015,5.61926606
1579,HKEX,-0.81481481,-0.37202381,-0.22354694,-0.22354694,-2.26277372,-0.81481481,16.03119584,21.61671208,28.62632085,43.43867474,16.43478261,172.7087688,0.896127,8.93416928
1609,HKEX,0,0,0,0.2,0,0,-0.5952381,24.00990099,117.826087,43.14285714,24.62686567,19.28571429,0.10249502,2.23577236
1521,HKEX,-0.16835017,0,-0.67001675,-0.33613445,-1.33111481,-0.16835017,18.36327345,47.88029925,68.94586895,42.89156627,39.20187793,35.07972665,1.5798451,9.72972973
2232,HKEX,-0.42016807,-0.42016807,-0.42016807,-0.42016807,-0.83682008,-0.42016807,-4.43548387,-2.86885246,11.26760563,42.77108434,-0.42016807,-25.70532915,0.9583206,3.87931034
57,HKEX,-0.3968254,-0.3968254,-0.3968254,-0.3968254,-0.79051383,-0.3968254,-10.35714286,14.61187215,18.95734597,42.61363636,14.09090909,17.84037559,0.67163926,3.2388664
636,HKEX,0.36991369,0.49382716,0.61804697,0.74257426,2.51889169,0.36991369,0.36991987,-2.5149759,2.26130653,42.55691769,-4.23529412,25.8114374,0.67635405,3.56234097
2138,HKEX,0.33840948,0.33840948,0.33840948,0.33840948,-2.14521452,0.33840948,5.89285714,-2.6272578,34.77272727,42.54807692,-1.98347107,7.23327306,1.0440248,5.20833333
1456,HKEX,0,-0.44247788,-0.22172949,-0.22172949,-0.88105727,0,-2.38611714,21.95121951,24.65373961,42.40506329,15.08951407,58.45070423,0.6076785,4.95495495
2488,HKEX,0.21367521,0.42826552,0,0,-1.05485232,0.21367521,10.09389671,14.3902439,20.87628866,42.12121212,11.13744076,80.38461538,1.7426039,6.15384615
1860,HKEX,0.36036036,0.54151625,1.4571949,1.08892922,7.11538462,0.36036036,28.63741339,26.59090909,63.3431085,42.09183673,15.56016598,71.38461538,0.23087557,8.984375
1258,HKEX,-1.93236715,-1.93236715,-2.40384615,-2.40384615,-5.58139535,-1.93236715,-11.73913043,-7.30593607,19.41176471,41.95804196,-7.72727273,47.10144928,0.7373134,6.89655172
3983,HKEX,-0.62111801,0,0,0,-1.8404908,-0.62111801,-3.61445783,33.33333333,39.13043478,41.59292035,30.08130081,-12.56830601,1.219181,5.69620253
863,HKEX,0,0.1510574,0,0.91324201,-4.60431655,0,-9.67302452,-21.90812721,20.76502732,41.06382979,-26.25139043,71.09677419,0.23237531,6.54490107
1255,HKEX,8.09716599,8.09716599,8.09716599,8.09716599,8.09716599,8.09716599,1.52091255,-4.64285714,24.76635514,39.79057592,-4.30107527,-31.71355499,0.9264364,7.4906367
2588,HKEX,0.15885624,0,0.07936508,0,0,0.15885624,-5.25920788,-1.94401702,19.75308187,39.64561951,-5.89552239,-12.97446154,1.9042851,1.68
2858,HKEX,0,0,-0.36231884,0.3649635,-0.72202166,0,-2.13523132,-8.02675585,42.48704663,39.59390863,-11.29032258,56.25,0.55804974,3.7037037
14,HKEX,0,0,0,0.17006803,1.02915952,0,-0.84175418,3.33333333,17.09741551,38.26291729,3.51493485,-2.15946844,1.1691879,2.06896552
700,HKEX,-0.20876827,-0.27816412,-0.06968641,-0.27816412,-0.20876827,-0.20876827,5.5187638,38.15028902,19.30116473,37.88461538,27.12765957,83.37595908,0.8472353,4.36649964
2678,HKEX,-0.12642225,-0.12642225,-0.12642225,0.25380711,-1.49625935,-0.12642225,-4.58937198,20.79510703,25,37.63066202,18.79699248,-16.4021164,1.541426,3.87096774
6889,HKEX,0,0,0,0,0,0,-1.14649682,-2.87859825,-3,37.58865248,-3.12109863,-25.95419847,0.70965374,0.51612903
4,HKEX,0,0,-0.11223345,-0.22421525,-0.22421525,0,-4.81283931,-12.95843946,9.60591133,37.55795981,-14.62829736,-17.97235401,1.3032045,2.24971879
1385,HKEX,0,0,-0.54127199,-0.54127199,-2.13049268,0,2.22531293,13.95348837,23.9460371,37.38317757,5,135.9550562,0.78925085,12.46376812
3737,HKEX,0,0,0,0,0.62111801,0,0,-2.40963855,0.62111801,37.28813559,-2.99401198,25.58139535,0.44328874,0.61728395
1299,HKEX,0.10075567,0,0.05035247,0.05035247,-1.34061569,0.10075567,-5.5608365,4.57894737,29.69974229,37.22375312,4.57894737,19.69879518,1.1675586,2.12981744
6118,HKEX,1.97132616,0,0,0,2.15439856,1.97132616,7.76515152,22.62931034,62.57142857,37.10843373,-6.5681445,10.91617934,0.46436456,8.89292196
1773,HKEX,-0.10288066,-0.10288066,0.10309278,0.62176166,1.46290491,-0.10288066,-2.9,27.76315789,51.95618153,36.76056338,18.99509804,143.9698493,0.96634316,5.88235294
984,HKEX,0,0,0,0.49019608,5.12820513,0,4.06091371,7.32984293,-3.30188679,36.66666667,4.59183673,-40.40697674,0.65302837,12.82051282
1935,HKEX,0.25839793,0.51813472,0.25839793,0.25839793,-2.51256281,0.25839793,-4.90196078,2.10526316,20.49689441,36.61971831,-2.26700252,132.3353293,0.33381507,4.46194226
1651,HKEX,0.12195122,0.12195122,0.12195122,0.12195122,0.12195122,0.12195122,-5.63218391,9.46666667,26.11367127,36.37873754,9.75935829,24.96194825,0.26114988,2.43605359
41,HKEX,-0.41407867,-0.41407867,-0.41407867,0.20833333,0,-0.41407867,0.20833333,17.03163587,25.13007935,36.33787621,12.91080342,-6.60194175,1.0574676,2.51046025
1157,HKEX,0.18975332,0.18975332,0,0,0,0.18975332,-3.64963504,17.07315775,50.21337127,36.25806452,13.5483871,59.2760181,1.1865114,6.32411067
3623,HKEX,-0.90909091,0,2.83018868,2.83018868,2.83018868,-0.90909091,5.82524272,7.92079208,-9.91735537,36.25,1.86915888,51.38888889,-0.12954573,3.77358491
3390,HKEX,0,0,0,0,-1.33333333,0,-3.8961039,-6.32911392,4.22535211,35.77981651,-9.75609756,,-0.09038866,4.13793103
258,HKEX,0,0,0.44052863,0.44052863,2.24215247,0,6.54205607,20,43.39622642,35.71428571,18.75,7.04225352,0.75876105,2.69058296
408,HKEX,0.33670034,0.33670034,0.33670034,0.33670034,-0.33444816,0.33670034,0.33670034,0.33670034,6.42857143,35.45454545,0.67567568,15.95330739,0.5016894,0.67340067
1382,HKEX,0.61099796,0.40650407,0.61099796,0.20283976,-1.2,0.61099796,-5.18234165,-1.78926441,8.33333333,35.34246575,-2.94695481,-3.1372549,0.9243425,4.12371134
2377,HKEX,0,-0.39840637,-0.39840637,-0.39840637,-0.79365079,0,-1.96078431,9.17030568,35.13513514,35.13513514,9.17030568,89.39393939,0.53551006,3.6437247
229,HKEX,0.9009009,0.9009009,0.9009009,0.9009009,0.9009009,0.9009009,3.7037037,7.69230769,21.73913043,34.93975904,5.66037736,-2.60869565,0.348989,2.7027027
2688,HKEX,0,-0.0805153,-0.16090105,-0.56089744,0.56726094,0,4.02347024,11.90261497,34.89130435,34.81802928,9.05096661,29.7438551,0.61827666,4.33006536
867,HKEX,0.3164557,-0.15748031,-0.31446541,0.63492063,10.83916084,0.3164557,22.15799615,48.47775176,51.67464115,34.75026567,46.42032333,5.66666667,0.9935636,12.32876712
3669,HKEX,0,0,-0.18083183,-0.36101083,-0.89766607,0,-6.75675676,-11.3964687,-1.07526882,34.47015834,-13.88455538,27.48267898,1.4144351,4.79704797
2319,HKEX,0.10649627,0.32017076,0.32017076,0.21321962,-1.2605042,0.10649627,-4.66531247,4.79376164,21.91958812,34.28571429,0.42735257,45.73643411,0.9263321,4.01737242
1593,HKEX,0.3649635,-0.36231884,-0.36231884,-0.36231884,-2.4822695,0.3649635,7.421875,15.06276151,39.59390863,34.14634146,13.16872428,32.85024155,0.05296871,2.91970803
1771,HKEX,0,0,0,0.7518797,0.7518797,0,-8.21917808,-2.18978102,47.25274725,34,-13.5483871,34,0.34124038,0.74626866
2314,HKEX,0,-0.93603744,-0.1572327,-0.47021944,-1.70278638,0,-6.8914956,4.95867769,7.62711864,33.96624473,0,2.75080906,0.876363,4.50160772
1972,HKEX,0,0,0,-0.85653105,-0.85653105,0,-0.43010753,2.88888889,12.65207361,33.81503664,2.66075843,-11.30268199,1.1082376,1.29589633
9999,HKEX,0.05387931,0.2699784,0.6504065,1.25408942,-1.64194915,0.05387931,7.34104046,31.42250531,34.17631027,33.78962536,25.81299961,,0.85534835,6.38297872
3321,HKEX,1.2755102,1.2755102,1.2755102,1.2755102,2.31958763,1.2755102,-6.58823529,10.27777778,-23.65384615,33.67003367,0.50632911,367.0588235,-0.01289835,3.65535248
1812,HKEX,-0.20920502,-0.83160083,0,-0.20920502,1.4893617,-0.20920502,-5.16898608,33.61344538,52.88461538,33.61344538,27.88203753,37.46397695,1.0665255,6.36942675
1268,HKEX,0,0,0.19011407,1.54142582,-1.67910448,0,-10.97972973,-10.22146508,-16.34920635,33.48530902,-16.34920635,153.8535646,0.79114103,8.54368932
6099,HKEX,-0.15600624,-0.15600624,-0.15600624,-0.31152648,-1.53846154,-0.15600624,-7.38060781,17.86372007,29.68591692,33.33333333,10.34482759,32.64181353,1.2179039,6.83624801
818,HKEX,-1.53846154,-1.53846154,0,-0.7751938,-2.29007634,-1.53846154,4.06504065,28,42.22222222,33.33333333,26.73267327,2.4,0.92702985,5.55555556
3709,HKEX,-0.3327787,-0.16666667,-0.3327787,-0.3327787,-3.85232745,-0.3327787,-4.16,-14.42857143,-33.22185434,33.11111111,-16.22377622,33.8547486,0.19555013,4.52261307
945,HKEX,-0.48611111,-0.48611111,-0.13937282,-0.41695622,0.0698324,-0.48611111,-3.5016835,5.05865873,33.67537313,33.0547818,4.75146199,-10.7165109,1.0638855,0.6993007
1199,HKEX,0,0,0,0.18281536,-0.18214936,0,-6.6439523,6.40776699,16.10169492,33.00970874,1.66975881,-11.32686084,1.4997045,2.78810409
995,HKEX,-0.4048583,-0.4048583,-1.00603622,-1.40280561,1.44329897,-0.4048583,0.61349693,6.72451193,35.91160221,32.61455526,6.26349892,-1.00603622,0.83184046,4.77178423
1158,HKEX,-0.11614402,-0.11614402,-0.11614402,-0.57803468,-0.57803468,-0.11614402,18.13186813,14.81975968,9.69387755,32.51155624,11.25485123,13.00919842,0.2626307,0.58139535
8418,HKEX,0,0,0,0,-3.67647059,0,-4.37956204,-2.23880597,11.01694915,32.32323232,-3.67647059,77.02702703,0.33456364,6.92307692
656,HKEX,0.16694491,0.16694491,0.50251256,0.33444816,0.67114094,0.16694491,-3.84615385,2.21465077,26.44889357,32.15859031,-1.47783251,2.56410256,1.082882,2.03045685
3396,HKEX,0.1540832,0.1540832,0.1540832,0.30864198,0,0.1540832,-7.14285714,29.74051896,17.75362319,32.11382114,27.70137525,-22.80285036,1.598471,4.38871473
1518,HKEX,-1.11731844,-1.11731844,-1.11731844,-1.11731844,-1.11731844,-1.11731844,2.31213873,-4.83870968,80.6122449,32.08955224,-13.65853659,-33.95522388,0.31196088,0
1977,HKEX,-0.76923077,-0.76923077,-0.76923077,0.78125,-0.76923077,-0.76923077,-0.76923077,3.2,15.17857143,31.63265306,2.38095238,20.56074766,0.56529534,1.5625
19,HKEX,0,0,0,0.09930487,1.51057402,0,0.59880641,16.93736041,37.14285714,31.59269273,17.20930233,-31.006163,1.5878749,2.22672065
1686,HKEX,0.13908206,0,-0.41493776,1.4084507,1.69491525,0.13908206,-1.90735695,3.74639769,0.6993007,31.38686131,2.12765957,32.35294118,0.92937255,5.95930233
2002,HKEX,0.55865922,0.55865922,1.69491525,1.69491525,-0.55248619,0.55865922,-16.27906977,25,32.35294118,31.38686131,16.12903226,30.43478261,1.0428569,9.8265896
1811,HKEX,0.54347826,0,0,0,-2.11640212,0.54347826,-4.63917526,48,79.61165049,31.20567376,51.63934426,72.89719626,0.7962772,8.52272727
1652,HKEX,1.17647059,1.17647059,1.17647059,1.41509434,2.38095238,1.17647059,-7.52688172,-8.31556503,3.36538462,31.09756098,-5.49450549,-12.24489796,0.3882703,6.43564356
3329,HKEX,-0.75757576,-0.75757576,-0.75757576,0,-1.5037594,-0.75757576,-5.07246377,29.7029703,23.58490566,31,27.18446602,12.93103448,0.76396084,3.84615385
1776,HKEX,0,0,0,0.16977929,0,0,-8.80989181,13.02681992,15.68627451,30.96559378,7.66423358,18,1.2461337,3.27586207
291,HKEX,0,-0.21489971,-0.07173601,-0.21489971,-1.90140845,0,-3.26388889,-0.78347154,41.99796416,30.67542459,-2.45098312,74.125,0.89566475,7.00729927
1967,HKEX,0.18903592,0.18903592,0.18903592,0.18903592,0,0.18903592,6.74723061,13.73390558,31.51364764,30.06134969,8.16326531,106.6276803,0.08950269,0.18903592
144,HKEX,0.17699115,0.17699115,0.17699115,0.53285968,-0.35211268,0.17699115,-0.70175439,22.77657267,38.21733822,29.5194508,19.28345627,-16.76470588,1.4776336,2.52707581
1184,HKEX,0,-1.34228188,-1.34228188,0.34129693,0.34129693,0,-3.60655738,8.08823529,15.29411765,29.5154185,-2,24.05063291,0.22669274,1.70068027
696,HKEX,0,0,0.11325028,0.45454545,-1.22905028,0,-5.85730001,-1.55901456,9.13579573,29.42898975,-5.45455051,-2.64317181,0.97975075,3.2295271
2357,HKEX,0,-0.16556291,-0.4950495,0.3327787,-2.26904376,0,-22.89002558,12.5,59.52380952,29.12205567,11.46025878,72.77936963,1.044358,8.33333333
3681,HKEX,0.22026432,0.22026432,0.22026432,0.22026432,-0.65502183,0.22026432,0,12.34567901,49.67105263,28.89518414,-1.08695652,10.4368932,0.33384854,5.88235294
1163,HKEX,0.86956522,0.86956522,0.86956522,-1.69491525,-5.69105691,0.86956522,-0.85470085,17.17171717,-10.07751938,28.88888889,18.36734694,,1.7236127,8.69565217
398,HKEX,0.39370079,0.39370079,0.39370079,0.39370079,0.39370079,0.39370079,0,-3.40909091,4.50819672,28.78787879,-3.77358491,28.14070352,0.75470585,0.39370079
1065,HKEX,0.62893082,0.62893082,0.62893082,0,-2.73556231,0.62893082,-12.08791209,-15.78947368,7.74410774,28,-17.0984456,9.96563574,0.567283,5.11182109
1689,HKEX,0,0,-0.45045045,-0.45045045,0.45454545,0,-1.33928571,-3.49344978,1.84331797,27.74566474,-5.55555556,12.75510204,0.24936385,1.36986301
3358,HKEX,0,0,0.53191489,1.61290323,2.16216216,0,6.77966102,11.83431953,6.77966102,27.7027027,11.83431953,-37.41721854,0.88586384,3.82513661
772,HKEX,0,0.0785546,0.0785546,0.1572327,1.11111111,0,10.3030303,10.01726736,-2.22563616,27.27272982,4.68365176,80.4532629,0.55438274,9.27318296
1836,HKEX,0,0,0.31982942,0.31982942,2.17155266,0,0.21299255,6.08793687,18.2160804,26.99055331,4.43951165,-25.90551181,0.9694039,4.6306505
2111,HKEX,-5.80645161,-5.80645161,-5.80645161,-5.80645161,-5.80645161,-5.80645161,-8.75,26.95652174,15.87301587,26.95652174,16.8,-42.06349206,0.24412686,6.16438356
2666,HKEX,-0.16556291,-0.16556291,0,0.16611296,-0.98522167,-0.16556291,-0.98522167,3.96551724,13.13320826,26.94736842,4.14507772,3.43053173,1.117408,3.36700337
3692,HKEX,-0.11389522,0,0.22857143,0,-1.57126824,-0.11389522,-2.33853442,19.15761193,25.28571429,26.91751453,16.62234663,56.60714286,0.5832942,4.15704388
1675,HKEX,0,0,0.50505051,1.18644068,0.50505051,0,4.00696864,11.17318436,4.18848168,26.88629118,7.18132855,21.34146341,0.77051455,4.72854641
1589,HKEX,-0.21551724,-0.21551724,-0.21551724,0.21645022,1.09170306,-0.21551724,-4.33884298,18.71794872,15.75,26.84931507,1.98237885,48.87459807,0.4381798,2.63736264
241,HKEX,0,0,0,1.16731518,-0.19193858,0,-5.28233496,26.52068742,22.06573343,26.82926829,13.5371179,148.0916031,0.93975794,6.8
1963,HKEX,0,0.59405941,0.59405941,0.59405941,0.79365079,0,-0.58708415,5.83333333,15.45454545,26.68329177,4.74226804,12.14128035,0.8729673,1.19284294
2139,HKEX,0,0,0,0,-1.48148148,0,0,-1.48148148,27.88461538,26.66666667,-12.5,-4.31654676,0.78697,3.03030303
1820,HKEX,0,0,0,0.17152659,0.17152659,0,0.68965517,6.76416819,18.94093686,26.40692641,6.76416819,29.77777778,0.02245082,1.21317158
1333,HKEX,0.49261084,0.49261084,0,-1.44927536,9.09090909,0.49261084,19.29824561,40.68965517,20.71005917,25.92592593,39.7260274,-30.84745763,1.1760223,15.34391534
2282,HKEX,-0.17699115,0.17761989,0,0.17761989,-0.52910053,-0.17699115,-4.08163265,-2.75862069,13.82441978,25.89285714,-15.31531532,-13.49693252,1.1895667,3.05206463
2337,HKEX,-0.26737968,-0.79787234,0.2688172,1.35869565,-3.74193548,-0.26737968,-6.16352201,-18.02197802,11.67664671,25.8010118,-17.29490939,26.65534805,0.51000494,6.13079019
1788,HKEX,0,0,0,0.73529412,2.23880597,0,-6.80272109,35.64356436,35.64356436,25.68807339,31.73076923,-1.43884892,1.4331846,4.58015267
709,HKEX,0,-0.71942446,3.7593985,4.54545455,11.29032258,0,13.1147541,17.94871795,12.19512195,25.45454545,21.05263158,-47.12643678,1.2746533,12.90322581
3908,HKEX,-0.22522523,0.45351474,0.45351474,0.91116173,-1.55555556,-0.22522523,-7.90020407,21.70329002,21.17067171,25.42468856,5.47619048,44.39374185,1.3098947,7.02576112
1898,HKEX,0.42372881,0,0.42372881,0,-1.25,0.42372881,-7.78210117,-2.0661157,24.08376963,25.3968254,1.7167382,-18.83561644,1.0824363,2.9787234
659,HKEX,0.12987013,0.12987013,0.12987013,0,0.78431373,0.12987013,-2.40506329,5.90659341,12.71929825,25.36585366,7.23226704,-31.03756708,1.0544097,3.54796321
6185,HKEX,0,-0.22590361,-0.30097818,-0.07541478,-7.01754386,0,5.57768924,57.36342977,72.63843648,25.3547836,50.14164306,307.6923077,0.3736929,7.95454545
1981,HKEX,-2.00286123,-1.43884892,-1.58045977,-2.28245364,-1.43884892,-2.00286123,3.78787879,-2.14285714,63.0952381,25.2285192,-16.66666667,,-0.00796088,7.4695122
2380,HKEX,-0.56818182,-0.56818182,-0.56818182,0,-0.56818182,-0.56818182,-1.1299435,10.06289308,13.63636364,25,5.42168675,5.42168675,0.8276137,1.14285714
187,HKEX,-3.03030303,-3.03030303,-3.03030303,-3.03030303,1.26582278,-3.03030303,6.66666667,15.94202899,14.28571429,25,5.26315789,15.94202899,0.16248648,5
